Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
670201,62644,Rolling Hills Estates cit,8,859,923,1316,16,2,201,3,2,110,132,1782,1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,"(33.7777515, -118.339328)",33.7777515,-118.33932800000001
670201,80000,Torrance city,8,0,0,0,0,0,0,0,0,0,0,0,1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,"(33.7777515, -118.339328)",33.7777515,-118.33932800000001
670201,99037,Unincorporated County - Palos Verdes Peninsula,8,253,306,297,5,0,183,2,4,6,62,559,1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,"(33.7777515, -118.339328)",33.7777515,-118.33932800000001
670201,99037,Unincorporated County - Westfield/Academy Hills,8,569,635,791,31,0,180,0,0,49,153,1204,1400000US06037670201,"Census Tract 6702.01, Los Angeles County, California",670201,Rolling Hills Estates,"(33.7777515, -118.339328)",33.7777515,-118.33932800000001
670202,62644,Rolling Hills Estates cit,8,1262,1298,1723,33,13,451,1,7,100,232,2560,1400000US06037670202,"Census Tract 6702.02, Los Angeles County, California",670202,Rolling Hills Estates,"(33.786898, -118.3573095)",33.786898,-118.3573095
670324,55380,Palos Verdes Estates city,8,2510,2779,4195,42,6,637,1,21,193,194,5289,1400000US06037670324,"Census Tract 6703.24, Los Angeles County, California",670324,Palos Verdes Estates,"(33.79768677, -118.379741)",33.79768677,-118.379741
670326,55380,Palos Verdes Estates city,8,1840,1942,2487,65,3,897,1,7,126,196,3782,1400000US06037670326,"Census Tract 6703.26, Los Angeles County, California",670326,Palos Verdes Estates,"(33.785452, -118.4028895)",33.785452,-118.4028895
670328,55380,Palos Verdes Estates city,8,2266,2330,3174,44,6,912,6,4,176,274,4596,1400000US06037670328,"Census Tract 6703.28, Los Angeles County, California",670328,Palos Verdes Estates,"(33.77355, -118.416007)",33.77355,-118.41600700000001
670403,59514,Rancho Palos Verdes city,8,1128,1170,1144,31,5,862,0,12,110,134,2298,1400000US06037670403,"Census Tract 6704.03, Los Angeles County, California",670403,Rancho Palos Verdes,"(33.7766755, -118.3693285)",33.7766755,-118.3693285
670403,62644,Rolling Hills Estates cit,8,48,63,81,0,0,23,0,0,0,7,111,1400000US06037670403,"Census Tract 6704.03, Los Angeles County, California",670403,Rancho Palos Verdes,"(33.7766755, -118.3693285)",33.7766755,-118.3693285
670405,59514,Rancho Palos Verdes city,8,769,856,920,32,4,511,0,1,79,78,1625,1400000US06037670405,"Census Tract 6704.05, Los Angeles County, California",670405,Rancho Palos Verdes,"(33.7682385, -118.374157)",33.7682385,-118.37415700000001
670405,62644,Rolling Hills Estates cit,8,421,505,411,26,2,421,1,0,40,25,926,1400000US06037670405,"Census Tract 6704.05, Los Angeles County, California",670405,Rancho Palos Verdes,"(33.7682385, -118.374157)",33.7682385,-118.37415700000001
670406,62644,Rolling Hills Estates cit,8,925,1003,861,23,1,883,1,5,82,72,1928,1400000US06037670406,"Census Tract 6704.06, Los Angeles County, California",670406,Rolling Hills Estates,"(33.763222, -118.3859975)",33.763222,-118.38599750000002
670407,59514,Rancho Palos Verdes city,8,2904,3349,2239,166,2,3208,11,6,241,380,6253,1400000US06037670407,"Census Tract 6704.07, Los Angeles County, California",670407,Rancho Palos Verdes,"(33.7723545, -118.3857375)",33.7723545,-118.3857375
670411,59514,Rancho Palos Verdes city,8,2230,2295,2515,46,5,1403,1,5,238,312,4525,1400000US06037670411,"Census Tract 6704.11, Los Angeles County, California",670411,Rancho Palos Verdes,"(33.7858915, -118.3789685)",33.7858915,-118.3789685
670411,62644,Rolling Hills Estates cit,8,10,12,2,0,0,20,0,0,0,0,22,1400000US06037670411,"Census Tract 6704.11, Los Angeles County, California",670411,Rancho Palos Verdes,"(33.7858915, -118.3789685)",33.7858915,-118.3789685
670413,59514,Rancho Palos Verdes city,8,2337,2638,2213,94,9,2176,0,10,179,294,4975,1400000US06037670413,"Census Tract 6704.13, Los Angeles County, California",670413,Rancho Palos Verdes,"(33.771989, -118.397256)",33.771989000000005,-118.397256
670416,59514,Rancho Palos Verdes city,8,2015,2169,1969,109,3,1603,8,6,224,262,4184,1400000US06037670416,"Census Tract 6704.16, Los Angeles County, California",670416,Rancho Palos Verdes,"(33.755584, -118.4064862)",33.755584000000006,-118.4064862
670500,62602,Rolling Hills city,8,923,1015,1445,29,0,313,2,2,48,99,1938,1400000US06037670500,"Census Tract 6705, Los Angeles County, California",670500,Rolling Hills,"(33.760874, -118.347924)",33.760874,-118.347924
670602,59514,Rancho Palos Verdes city,8,3757,3865,4657,232,9,1773,15,29,281,626,7622,1400000US06037670602,"Census Tract 6706.02, Los Angeles County, California",670602,Rancho Palos Verdes,"(33.74274308, -118.3714756)",33.74274308,-118.37147560000001
670701,42468,Lomita city,8,238,296,159,170,0,29,4,0,9,163,534,1400000US06037670701,"Census Tract 6707.01, Los Angeles County, California",670701,San Pedro,"(33.7630595, -118.3098)",33.7630595,-118.3098
670701,59514,Rancho Palos Verdes city,8,3202,3366,3783,189,8,1160,2,22,230,1174,6568,1400000US06037670701,"Census Tract 6707.01, Los Angeles County, California",670701,San Pedro,"(33.7630595, -118.3098)",33.7630595,-118.3098
670702,59514,Rancho Palos Verdes city,8,2412,2447,3437,96,8,624,5,15,204,470,4859,1400000US06037670702,"Census Tract 6707.02, Los Angeles County, California",670702,Rancho Palos Verdes,"(33.7513725, -118.3285275)",33.751372499999995,-118.32852749999999
670702,62644,Rolling Hills Estates cit,8,325,342,491,8,1,92,2,5,18,50,667,1400000US06037670702,"Census Tract 6707.02, Los Angeles County, California",670702,Rancho Palos Verdes,"(33.7513725, -118.3285275)",33.751372499999995,-118.32852749999999
700101,84410,West Hollywood city,4,2659,2462,3902,182,9,250,2,12,136,628,5121,1400000US06037700101,"Census Tract 7001.01, Los Angeles County, California",700101,West Hollywood,"(34.092577, -118.352461)",34.092577,-118.352461
700102,84410,West Hollywood city,4,2044,1947,2958,121,7,227,3,13,113,549,3991,1400000US06037700102,"Census Tract 7001.02, Los Angeles County, California",700102,West Hollywood,"(34.0889685, -118.3524115)",34.0889685,-118.3524115
700200,84410,West Hollywood city,4,3964,3084,5386,230,16,417,2,28,210,759,7048,1400000US06037700200,"Census Tract 7002, Los Angeles County, California",700200,West Hollywood,"(34.0924555, -118.365232)",34.0924555,-118.365232
700300,84410,West Hollywood city,4,3505,2343,4690,163,8,291,7,10,139,540,5848,1400000US06037700300,"Census Tract 7003, Los Angeles County, California",700300,West Hollywood,"(34.091624, -118.3731165)",34.091623999999996,-118.37311650000001
700400,84410,West Hollywood city,4,3160,2799,4553,168,3,425,4,19,168,619,5959,1400000US06037700400,"Census Tract 7004, Los Angeles County, California",700400,West Hollywood,"(34.08295, -118.3800135)",34.08295,-118.3800135
700501,84410,West Hollywood city,4,2149,1477,2798,102,2,240,3,17,119,345,3626,1400000US06037700501,"Census Tract 7005.01, Los Angeles County, California",700501,West Hollywood,"(34.087219, -118.389563)",34.087219,-118.389563
700502,84410,West Hollywood city,4,2676,1528,3234,134,5,263,8,14,118,428,4204,1400000US06037700502,"Census Tract 7005.02, Los Angeles County, California",700502,West Hollywood,"(34.089894, -118.3803515)",34.089894,-118.38035149999999
700600,6308,Beverly Hills city,5,2512,2972,4631,47,1,235,2,17,242,309,5484,1400000US06037700600,"Census Tract 7006, Los Angeles County, California",700600,Beverly Hills,"(34.0920565, -118.40138)",34.0920565,-118.40138
700700,6308,Beverly Hills city,5,1613,1739,2784,53,1,205,1,5,112,191,3352,1400000US06037700700,"Census Tract 7007, Los Angeles County, California",700700,Beverly Hills,"(34.0793195, -118.4153425)",34.079319500000004,-118.41534250000001
700801,6308,Beverly Hills city,5,2494,3078,4465,115,1,462,2,11,255,261,5572,1400000US06037700801,"Census Tract 7008.01, Los Angeles County, California",700801,Beverly Hills,"(34.0741065, -118.400005)",34.0741065,-118.40000500000001
700802,6308,Beverly Hills city,5,1830,2211,2996,91,5,485,1,13,205,245,4041,1400000US06037700802,"Census Tract 7008.02, Los Angeles County, California",700802,Beverly Hills,"(34.0681835, -118.3809795)",34.0681835,-118.3809795
700901,6308,Beverly Hills city,5,1844,2097,2807,88,1,556,0,16,207,266,3941,1400000US06037700901,"Census Tract 7009.01, Los Angeles County, California",700901,Pico-Robertson,"(34.0620675, -118.3809415)",34.0620675,-118.3809415
700902,6308,Beverly Hills city,5,3052,3785,5011,200,11,825,4,18,330,438,6837,1400000US06037700902,"Census Tract 7009.02, Los Angeles County, California",700902,Beverly Hills,"(34.0620455, -118.3944075)",34.0620455,-118.3944075
701000,6308,Beverly Hills city,5,2439,2986,4198,128,10,503,0,14,233,339,5425,1400000US06037701000,"Census Tract 7010, Los Angeles County, California",701000,Beverly Hills,"(34.05987, -118.406709)",34.059870000000004,-118.406709
701100,44000,Los Angeles city - Westwood,5,17,31,40,3,0,1,0,0,0,4,48,1400000US06037701100,"Census Tract 7011, Los Angeles County, California",701100,Veterans Administration,"(34.057384, -118.4572585)",34.057384000000006,-118.4572585
701100,99037,Unincorporated County - West LA,5,559,109,240,324,2,16,2,2,13,69,668,1400000US06037701100,"Census Tract 7011, Los Angeles County, California",701100,Veterans Administration,"(34.057384, -118.4572585)",34.057384000000006,-118.4572585
701201,70000,Santa Monica city,5,2080,2320,3703,31,1,363,5,13,118,166,4400,1400000US06037701201,"Census Tract 7012.01, Los Angeles County, California",701201,Santa Monica,"(34.041316, -118.4938655)",34.041315999999995,-118.4938655
701202,70000,Santa Monica city,5,1500,1838,2495,41,1,327,1,5,198,270,3338,1400000US06037701202,"Census Tract 7012.02, Los Angeles County, California",701202,Santa Monica,"(34.033922, -118.489809)",34.033922,-118.48980900000001
701302,70000,Santa Monica city,5,2474,2858,4286,73,14,383,6,33,149,388,5332,1400000US06037701302,"Census Tract 7013.02, Los Angeles County, California",701302,Santa Monica,"(34.0274135, -118.497829)",34.0274135,-118.49782900000001
701304,70000,Santa Monica city,5,2925,3384,5057,88,6,498,7,17,243,393,6309,1400000US06037701304,"Census Tract 7013.04, Los Angeles County, California",701304,Santa Monica,"(34.03082958, -118.5060219)",34.03082958,-118.50602190000001
701402,70000,Santa Monica city,5,3315,3728,5360,146,6,664,10,17,231,609,7043,1400000US06037701402,"Census Tract 7014.02, Los Angeles County, California",701402,Santa Monica,"(34.020408, -118.5020564)",34.020408,-118.5020564
701501,70000,Santa Monica city,5,2365,2715,3889,116,8,439,4,21,182,421,5080,1400000US06037701501,"Census Tract 7015.01, Los Angeles County, California",701501,Santa Monica,"(34.0281575, -118.49041)",34.0281575,-118.49041000000001
701502,70000,Santa Monica city,5,1761,2050,2691,126,8,425,6,10,142,403,3811,1400000US06037701502,"Census Tract 7015.02, Los Angeles County, California",701502,Santa Monica,"(34.025441, -118.4872355)",34.025441,-118.4872355
701601,70000,Santa Monica city,5,2020,2157,3159,46,0,449,1,45,242,235,4177,1400000US06037701601,"Census Tract 7016.01, Los Angeles County, California",701601,Santa Monica,"(34.0389605, -118.479277)",34.038960499999995,-118.479277
701602,70000,Santa Monica city,5,1955,2205,2727,174,5,461,6,24,201,562,4160,1400000US06037701602,"Census Tract 7016.02, Los Angeles County, California",701602,Santa Monica,"(34.0350165, -118.475432)",34.0350165,-118.47543200000001
701701,70000,Santa Monica city,5,1570,1675,1994,93,2,428,0,10,176,542,3245,1400000US06037701701,"Census Tract 7017.01, Los Angeles County, California",701701,Santa Monica,"(34.032321, -118.4722855)",34.032321,-118.4722855
701702,70000,Santa Monica city,5,1596,1536,1795,240,6,304,3,9,140,635,3132,1400000US06037701702,"Census Tract 7017.02, Los Angeles County, California",701702,Santa Monica,"(34.022751, -118.4840745)",34.022751,-118.4840745
701801,70000,Santa Monica city,5,2947,3123,2107,494,23,945,15,25,196,2265,6070,1400000US06037701801,"Census Tract 7018.01, Los Angeles County, California",701801,Santa Monica,"(34.0277085, -118.464933)",34.0277085,-118.464933
701802,70000,Santa Monica city,5,2405,2219,1882,600,11,406,14,9,172,1530,4624,1400000US06037701802,"Census Tract 7018.02, Los Angeles County, California",701802,Santa Monica,"(34.0191465, -118.4788215)",34.019146500000005,-118.47882150000001
701902,70000,Santa Monica city,5,2700,2228,3364,293,14,564,3,19,170,501,4928,1400000US06037701902,"Census Tract 7019.02, Los Angeles County, California",701902,Santa Monica,"(34.01386615, -118.4928698)",34.01386615,-118.49286979999998
702002,70000,Santa Monica city,5,3259,3178,4824,265,19,350,8,10,229,732,6437,1400000US06037702002,"Census Tract 7020.02, Los Angeles County, California",702002,Santa Monica,"(34.00604515, -118.4847132)",34.00604515,-118.4847132
702102,70000,Santa Monica city,5,3266,3288,5055,143,17,402,0,43,223,671,6554,1400000US06037702102,"Census Tract 7021.02, Los Angeles County, California",702102,Santa Monica,"(34.00117824, -118.478873)",34.00117824,-118.478873
702201,70000,Santa Monica city,5,2283,2315,3090,140,9,528,8,16,225,582,4598,1400000US06037702201,"Census Tract 7022.01, Los Angeles County, California",702201,Santa Monica,"(34.0134445, -118.4732815)",34.0134445,-118.4732815
702202,70000,Santa Monica city,5,1860,1884,2620,100,5,290,0,10,171,548,3744,1400000US06037702202,"Census Tract 7022.02, Los Angeles County, California",702202,Santa Monica,"(34.0083865, -118.467534)",34.0083865,-118.46753400000001
702300,70000,Santa Monica city,5,3098,3329,4206,173,21,741,19,25,242,1000,6427,1400000US06037702300,"Census Tract 7023, Los Angeles County, California",702300,Santa Monica,"(34.0182585, -118.4559935)",34.0182585,-118.4559935
702400,17568,Culver City city,5,2286,2489,2210,230,7,511,32,40,235,1510,4775,1400000US06037702400,"Census Tract 7024, Los Angeles County, California",702400,Culver City,"(34.0262285, -118.3839635)",34.026228499999995,-118.38396350000001
702501,17568,Culver City city,5,2330,2476,3008,149,5,599,11,25,223,786,4806,1400000US06037702501,"Census Tract 7025.01, Los Angeles County, California",702501,Culver City,"(34.014408, -118.3973335)",34.014408,-118.3973335
702502,17568,Culver City city,5,1796,2318,1796,832,2,710,7,17,225,525,4114,1400000US06037702502,"Census Tract 7025.02, Los Angeles County, California",702502,Ladera Heights,"(34.011914, -118.384386)",34.011914000000004,-118.384386
702502,44000,Los Angeles city - Baldwin Hills,5,0,0,0,0,0,0,0,0,0,0,0,1400000US06037702502,"Census Tract 7025.02, Los Angeles County, California",702502,Ladera Heights,"(34.011914, -118.384386)",34.011914000000004,-118.384386
702600,17568,Culver City city,5,2938,3207,3173,284,13,1162,6,30,350,1127,6145,1400000US06037702600,"Census Tract 7026, Los Angeles County, California",702600,Culver City,"(33.9952635, -118.395285)",33.9952635,-118.39528500000002
702700,17568,Culver City city,5,1726,1919,2078,87,4,523,3,31,161,758,3645,1400000US06037702700,"Census Tract 7027, Los Angeles County, California",702700,Culver City,"(34.006574, -118.402252)",34.006574,-118.402252
702801,17568,Culver City city,5,2594,2740,2080,265,8,1058,3,26,194,1700,5334,1400000US06037702801,"Census Tract 7028.01, Los Angeles County, California",702801,Culver City,"(34.010849, -118.410408)",34.010849,-118.410408
702802,17568,Culver City city,5,1201,1152,949,65,8,250,2,8,93,978,2353,1400000US06037702802,"Census Tract 7028.02, Los Angeles County, California",702802,Culver City,"(34.0059345, -118.4153575)",34.005934499999995,-118.4153575
702803,17568,Culver City city,5,1531,1542,1250,95,0,222,13,13,104,1376,3073,1400000US06037702803,"Census Tract 7028.03, Los Angeles County, California",702803,Culver City,"(33.995268, -118.4328335)",33.995267999999996,-118.4328335
702901,99037,Unincorporated County - Marina del Rey,5,4702,4761,6836,491,18,926,10,26,315,841,9463,1400000US06037702901,"Census Tract 7029.01, Los Angeles County, California",702901,Marina del Rey,"(33.9753235, -118.4478695)",33.9753235,-118.44786950000001
703001,17568,Culver City city,5,2768,3338,2266,1661,22,1032,5,67,298,755,6106,1400000US06037703001,"Census Tract 7030.01, Los Angeles County, California",703001,Ladera Heights,"(33.994652, -118.384058)",33.994652,-118.38405800000001
703001,99037,Unincorporated County - Ladera Heights,5,85,98,82,33,0,24,0,4,11,29,183,1400000US06037703001,"Census Tract 7030.01, Los Angeles County, California",703001,Ladera Heights,"(33.994652, -118.384058)",33.994652,-118.38405800000001
703002,36546,Inglewood city,5,143,151,25,205,0,18,0,0,31,15,294,1400000US06037703002,"Census Tract 7030.02, Los Angeles County, California",703002,Ladera Heights,"(33.9874395, -118.373906)",33.9874395,-118.373906
703002,99037,Unincorporated County - Ladera Heights,5,2500,3121,624,4112,15,202,1,28,281,358,5621,1400000US06037703002,"Census Tract 7030.02, Los Angeles County, California",703002,Ladera Heights,"(33.9874395, -118.373906)",33.9874395,-118.373906
703100,99037,Unincorporated County - View Park/Windsor Hills,6,2154,2717,245,3870,7,63,2,24,256,404,4871,1400000US06037703100,"Census Tract 7031, Los Angeles County, California",703100,View Park-Windsor Hills,"(33.9938635, -118.354966)",33.9938635,-118.35496599999999
