Census_Tract,FIPS ,CITYNAME,Service_Area,Male,Female,White,African_American,Native_ American,Asian,Pacific Islander,Other,Multi-Race,Latino,Total_Population,GEOID,Tract,Tract Number,Neighborhood,Location,Latitude,Longitude
403722,99037,Unincorporated County - Covina,3,61,53,46,3,0,2,0,0,2,61,114,1400000US06037403722,"Census Tract 4037.22, Los Angeles County, California",403722,Covina,"(34.088417, -117.872513)",34.088417,-117.87251299999998
403801,16742,Covina city,3,791,778,343,50,1,490,7,5,27,646,1569,1400000US06037403801,"Census Tract 4038.01, Los Angeles County, California",403801,Charter Oak,"(34.103072, -117.8680455)",34.103072,-117.86804550000001
403801,99037,Unincorporated County - Covina (Charter Oak),3,2446,2508,1416,214,19,506,9,10,110,2670,4954,1400000US06037403801,"Census Tract 4038.01, Los Angeles County, California",403801,Charter Oak,"(34.103072, -117.8680455)",34.103072,-117.86804550000001
403802,16742,Covina city,3,856,1011,576,94,10,228,0,7,44,908,1867,1400000US06037403802,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,"(34.103074, -117.8463645)",34.103074,-117.8463645
403802,66070,San Dimas city,3,134,168,176,8,0,2,0,0,4,112,302,1400000US06037403802,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,"(34.103074, -117.8463645)",34.103074,-117.8463645
403802,99037,Unincorporated County - Covina (Charter Oak),3,1740,1874,1261,116,10,455,9,16,67,1680,3614,1400000US06037403802,"Census Tract 4038.02, Los Angeles County, California",403802,Charter Oak,"(34.103074, -117.8463645)",34.103074,-117.8463645
403901,30014,Glendora city,3,1518,1522,1139,83,7,231,2,5,70,1503,3040,1400000US06037403901,"Census Tract 4039.01, Los Angeles County, California",403901,Glendora,"(34.120548, -117.8726465)",34.120548,-117.8726465
403901,99037,Unincorporated County - Glendora,3,114,118,105,6,0,22,0,0,7,92,232,1400000US06037403901,"Census Tract 4039.01, Los Angeles County, California",403901,Glendora,"(34.120548, -117.8726465)",34.120548,-117.8726465
403902,30014,Glendora city,3,2382,2552,2050,119,10,446,6,23,112,2168,4934,1400000US06037403902,"Census Tract 4039.02, Los Angeles County, California",403902,Glendora,"(34.112599, -117.8726435)",34.112598999999996,-117.87264350000001
404000,3386,Azusa city,3,795,802,285,31,2,110,4,7,20,1138,1597,1400000US06037404000,"Census Tract 4040, Los Angeles County, California",404000,Azusa,"(34.114029, -117.8858165)",34.114028999999995,-117.8858165
404000,30014,Glendora city,3,10,12,4,1,0,0,0,0,1,16,22,1400000US06037404000,"Census Tract 4040, Los Angeles County, California",404000,Azusa,"(34.114029, -117.8858165)",34.114028999999995,-117.8858165
404000,99037,Unincorporated County - Azusa,3,1654,1548,723,130,7,515,0,20,70,1737,3202,1400000US06037404000,"Census Tract 4040, Los Angeles County, California",404000,Azusa,"(34.114029, -117.8858165)",34.114028999999995,-117.8858165
404100,3386,Azusa city,3,493,460,183,124,1,148,1,1,35,460,953,1400000US06037404100,"Census Tract 4041, Los Angeles County, California",404100,Citrus,"(34.1141825, -117.8948275)",34.1141825,-117.89482749999999
404100,99037,Unincorporated County - Azusa,3,2813,2767,496,52,6,225,3,11,34,4753,5580,1400000US06037404100,"Census Tract 4041, Los Angeles County, California",404100,Citrus,"(34.1141825, -117.8948275)",34.1141825,-117.89482749999999
404201,3386,Azusa city,3,1988,2091,507,139,6,213,7,7,42,3158,4079,1400000US06037404201,"Census Tract 4042.01, Los Angeles County, California",404201,Azusa,"(34.127422, -117.8950465)",34.127421999999996,-117.8950465
404201,99037,Unincorporated County - Azusa,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037404201,"Census Tract 4042.01, Los Angeles County, California",404201,Azusa,"(34.127422, -117.8950465)",34.127421999999996,-117.8950465
404202,3386,Azusa city,3,700,831,625,95,2,151,6,7,52,593,1531,1400000US06037404202,"Census Tract 4042.02, Los Angeles County, California",404202,Citrus,"(34.125068, -117.885748)",34.125068,-117.88574799999999
404202,99037,Unincorporated County - Azusa,3,1061,1043,363,25,8,173,1,1,36,1497,2104,1400000US06037404202,"Census Tract 4042.02, Los Angeles County, California",404202,Citrus,"(34.125068, -117.885748)",34.125068,-117.88574799999999
404301,3386,Azusa city,3,2946,3005,417,118,19,183,3,15,29,5167,5951,1400000US06037404301,"Census Tract 4043.01, Los Angeles County, California",404301,Azusa,"(34.1275255, -117.9040845)",34.1275255,-117.9040845
404302,3386,Azusa city,3,1365,1337,226,28,3,80,3,1,15,2346,2702,1400000US06037404302,"Census Tract 4043.02, Los Angeles County, California",404302,Azusa,"(34.117907, -117.9034755)",34.117907,-117.90347549999998
404401,3386,Azusa city,3,2164,2116,409,29,10,138,0,4,31,3659,4280,1400000US06037404401,"Census Tract 4044.01, Los Angeles County, California",404401,Azusa,"(34.127055, -117.918436)",34.127055,-117.91843600000001
404402,3386,Azusa city,3,2672,2632,525,41,19,445,10,3,36,4225,5304,1400000US06037404402,"Census Tract 4044.02, Los Angeles County, California",404402,Azusa,"(34.122452, -117.922847)",34.122452,-117.92284699999999
404501,3386,Azusa city,3,472,455,107,13,5,98,0,2,4,698,927,1400000US06037404501,"Census Tract 4045.01, Los Angeles County, California",404501,Azusa,"(34.110644, -117.9225005)",34.110644,-117.92250049999998
404501,99037,Unincorporated County - Azusa,3,811,788,157,11,3,23,3,5,14,1383,1599,1400000US06037404501,"Census Tract 4045.01, Los Angeles County, California",404501,Azusa,"(34.110644, -117.9225005)",34.110644,-117.92250049999998
404503,3386,Azusa city,3,742,705,175,49,4,342,2,3,21,851,1447,1400000US06037404503,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,"(34.110534, -117.9121425)",34.110534,-117.9121425
404503,99037,Unincorporated County - Azusa,3,843,872,90,10,1,70,0,4,10,1530,1715,1400000US06037404503,"Census Tract 4045.03, Los Angeles County, California",404503,Vincent,"(34.110534, -117.9121425)",34.110534,-117.9121425
404504,3386,Azusa city,3,1930,1779,252,117,1,318,0,5,27,2989,3709,1400000US06037404504,"Census Tract 4045.04, Los Angeles County, California",404504,Citrus,"(34.11051, -117.9033385)",34.11051,-117.9033385
404504,99037,Unincorporated County - Azusa,3,1014,993,97,15,11,18,1,0,10,1855,2007,1400000US06037404504,"Census Tract 4045.04, Los Angeles County, California",404504,Citrus,"(34.11051, -117.9033385)",34.11051,-117.9033385
404600,36826,Irwindale city,3,680,715,67,5,2,25,1,2,17,1276,1395,1400000US06037404600,"Census Tract 4046, Los Angeles County, California",404600,Irwindale,"(34.108944, -117.966677)",34.108944,-117.966677
404701,3666,Baldwin Park city,3,2867,2861,169,32,7,839,1,21,15,4644,5728,1400000US06037404701,"Census Tract 4047.01, Los Angeles County, California",404701,Baldwin Park,"(34.07202, -117.996061)",34.07202,-117.99606100000001
404702,3666,Baldwin Park city,3,2883,2931,199,77,8,1128,3,12,51,4336,5814,1400000US06037404702,"Census Tract 4047.02, Los Angeles County, California",404702,Baldwin Park,"(34.0719255, -117.9838755)",34.0719255,-117.98387549999998
404801,3666,Baldwin Park city,3,3438,3557,268,46,3,1286,11,14,44,5323,6995,1400000US06037404801,"Census Tract 4048.01, Los Angeles County, California",404801,Baldwin Park,"(34.077823, -117.978169)",34.077822999999995,-117.978169
404802,3666,Baldwin Park city,3,2146,2182,157,46,13,597,0,2,20,3493,4328,1400000US06037404802,"Census Tract 4048.02, Los Angeles County, California",404802,Baldwin Park,"(34.073639, -117.967369)",34.073639,-117.96736899999999
404803,3666,Baldwin Park city,3,832,866,123,25,5,169,7,6,18,1345,1698,1400000US06037404803,"Census Tract 4048.03, Los Angeles County, California",404803,Baldwin Park,"(34.066904, -117.9657045)",34.066904,-117.96570449999999
404901,3666,Baldwin Park city,3,2740,2808,181,45,6,880,9,9,15,4403,5548,1400000US06037404901,"Census Tract 4049.01, Los Angeles County, California",404901,Baldwin Park,"(34.095734, -117.976888)",34.095734,-117.97688799999999
404902,3666,Baldwin Park city,3,1982,2084,205,14,3,925,3,1,25,2890,4066,1400000US06037404902,"Census Tract 4049.02, Los Angeles County, California",404902,Baldwin Park,"(34.0866635, -117.9791755)",34.0866635,-117.97917549999998
404903,3666,Baldwin Park city,3,1485,1512,167,42,2,557,0,3,9,2217,2997,1400000US06037404903,"Census Tract 4049.03, Los Angeles County, California",404903,Baldwin Park,"(34.0874635, -117.9720965)",34.0874635,-117.9720965
405001,3666,Baldwin Park city,3,2990,2928,252,70,9,377,0,11,26,5173,5918,1400000US06037405001,"Census Tract 4050.01, Los Angeles County, California",405001,Baldwin Park,"(34.10311, -117.9665385)",34.10311,-117.9665385
405002,3666,Baldwin Park city,3,1663,1557,117,12,0,243,0,4,16,2828,3220,1400000US06037405002,"Census Tract 4050.02, Los Angeles County, California",405002,Baldwin Park,"(34.103336, -117.9489975)",34.103336,-117.9489975
405101,3666,Baldwin Park city,3,2523,2627,219,48,6,692,4,2,20,4159,5150,1400000US06037405101,"Census Tract 4051.01, Los Angeles County, California",405101,Baldwin Park,"(34.0958995, -117.961403)",34.0958995,-117.961403
405102,3666,Baldwin Park city,3,2449,2543,197,71,11,794,1,16,30,3872,4992,1400000US06037405102,"Census Tract 4051.02, Los Angeles County, California",405102,Baldwin Park,"(34.0883515, -117.961678)",34.0883515,-117.961678
405201,3666,Baldwin Park city,3,2524,2604,340,78,5,629,1,11,25,4039,5128,1400000US06037405201,"Census Tract 4052.01, Los Angeles County, California",405201,Baldwin Park,"(34.0849785, -117.9522585)",34.0849785,-117.9522585
405202,3666,Baldwin Park city,3,2561,2599,233,33,1,678,7,4,32,4172,5160,1400000US06037405202,"Census Tract 4052.02, Los Angeles County, California",405202,Baldwin Park,"(34.0804875, -117.96285)",34.0804875,-117.96285
405203,3666,Baldwin Park city,3,1738,1737,210,33,7,754,6,7,25,2433,3475,1400000US06037405203,"Census Tract 4052.03, Los Angeles County, California",405203,Baldwin Park,"(34.076437, -117.956923)",34.076437,-117.956923
405301,84200,West Covina city,3,1492,1697,422,166,9,365,5,7,46,2169,3189,1400000US06037405301,"Census Tract 4053.01, Los Angeles County, California",405301,Vincent,"(34.0876105, -117.9415245)",34.0876105,-117.94152450000001
405301,99037,Unincorporated County - Covina,3,140,140,43,4,0,3,0,0,7,223,280,1400000US06037405301,"Census Tract 4053.01, Los Angeles County, California",405301,Vincent,"(34.0876105, -117.9415245)",34.0876105,-117.94152450000001
405302,84200,West Covina city,3,2571,2675,861,104,27,759,5,9,108,3373,5246,1400000US06037405302,"Census Tract 4053.02, Los Angeles County, California",405302,West Covina,"(34.0767645, -117.946434)",34.0767645,-117.94643400000001
405400,16742,Covina city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037405400,"Census Tract 4054, Los Angeles County, California",405400,Vincent,"(34.09288, -117.9336065)",34.09288,-117.9336065
405400,84200,West Covina city,3,53,97,31,13,0,27,0,0,6,73,150,1400000US06037405400,"Census Tract 4054, Los Angeles County, California",405400,Vincent,"(34.09288, -117.9336065)",34.09288,-117.9336065
405400,99037,Unincorporated County - Covina,3,2317,2323,767,104,3,332,14,14,59,3347,4640,1400000US06037405400,"Census Tract 4054, Los Angeles County, California",405400,Vincent,"(34.09288, -117.9336065)",34.09288,-117.9336065
405500,84200,West Covina city,3,2982,3165,1137,155,7,946,15,25,99,3763,6147,1400000US06037405500,"Census Tract 4055, Los Angeles County, California",405500,West Covina,"(34.0794265, -117.928137)",34.079426500000004,-117.928137
405500,99037,Unincorporated County - Covina,3,274,277,90,7,0,103,0,4,4,343,551,1400000US06037405500,"Census Tract 4055, Los Angeles County, California",405500,West Covina,"(34.0794265, -117.928137)",34.079426500000004,-117.928137
405600,16742,Covina city,3,17,17,5,0,0,4,0,0,0,25,34,1400000US06037405600,"Census Tract 4056, Los Angeles County, California",405600,West Covina,"(34.080479, -117.9164905)",34.080479,-117.91649050000001
405600,84200,West Covina city,3,2517,2686,1077,153,2,849,7,16,40,3059,5203,1400000US06037405600,"Census Tract 4056, Los Angeles County, California",405600,West Covina,"(34.080479, -117.9164905)",34.080479,-117.91649050000001
405701,16742,Covina city,3,449,522,137,67,6,126,4,0,18,613,971,1400000US06037405701,"Census Tract 4057.01, Los Angeles County, California",405701,Vincent,"(34.0930845, -117.9209895)",34.093084499999996,-117.9209895
405701,99037,Unincorporated County - Covina,3,1604,1570,418,42,12,251,1,0,29,2421,3174,1400000US06037405701,"Census Tract 4057.01, Los Angeles County, California",405701,Vincent,"(34.0930845, -117.9209895)",34.093084499999996,-117.9209895
405702,16742,Covina city,3,2055,2118,786,159,12,592,5,2,82,2535,4173,1400000US06037405702,"Census Tract 4057.02, Los Angeles County, California",405702,Covina,"(34.092311, -117.9121105)",34.092310999999995,-117.9121105
405702,99037,Unincorporated County - Covina,3,434,471,137,16,5,117,0,0,7,623,905,1400000US06037405702,"Census Tract 4057.02, Los Angeles County, California",405702,Covina,"(34.092311, -117.9121105)",34.092310999999995,-117.9121105
405800,16742,Covina city,3,1244,1261,497,130,6,326,1,3,66,1476,2505,1400000US06037405800,"Census Tract 4058, Los Angeles County, California",405800,Covina,"(34.103307, -117.9121645)",34.103307,-117.9121645
405800,99037,Unincorporated County - Covina,3,1889,1882,652,77,19,237,6,7,60,2713,3771,1400000US06037405800,"Census Tract 4058, Los Angeles County, California",405800,Covina,"(34.103307, -117.9121645)",34.103307,-117.9121645
405900,16742,Covina city,3,1900,2049,1029,161,8,366,6,5,62,2312,3949,1400000US06037405900,"Census Tract 4059, Los Angeles County, California",405900,Covina,"(34.103067, -117.8901905)",34.103066999999996,-117.8901905
405900,99037,Unincorporated County - Covina (Charter Oak),3,94,86,50,10,0,13,0,7,1,99,180,1400000US06037405900,"Census Tract 4059, Los Angeles County, California",405900,Covina,"(34.103067, -117.8901905)",34.103066999999996,-117.8901905
406000,16742,Covina city,3,1306,1473,858,115,9,252,3,2,56,1484,2779,1400000US06037406000,"Census Tract 4060, Los Angeles County, California",406000,Covina,"(34.08987, -117.8989325)",34.08987,-117.8989325
406000,99037,Unincorporated County - Covina (Charter Oak),3,1198,1272,594,49,14,243,0,4,21,1545,2470,1400000US06037406000,"Census Tract 4060, Los Angeles County, California",406000,Covina,"(34.08987, -117.8989325)",34.08987,-117.8989325
406101,16742,Covina city,3,1445,1635,1067,78,15,230,0,8,77,1605,3080,1400000US06037406101,"Census Tract 4061.01, Los Angeles County, California",406101,Covina,"(34.090927, -117.8901515)",34.090927,-117.89015149999999
406101,99037,Unincorporated County - Covina (Charter Oak),3,67,76,40,0,0,6,0,0,2,95,143,1400000US06037406101,"Census Tract 4061.01, Los Angeles County, California",406101,Covina,"(34.090927, -117.8901515)",34.090927,-117.89015149999999
406102,16742,Covina city,3,2844,3085,1673,270,15,569,13,9,96,3284,5929,1400000US06037406102,"Census Tract 4061.02, Los Angeles County, California",406102,Covina,"(34.080762, -117.8901315)",34.080762,-117.8901315
406200,16742,Covina city,3,837,892,512,33,3,192,0,2,43,944,1729,1400000US06037406200,"Census Tract 4062, Los Angeles County, California",406200,Covina,"(34.0790655, -117.8944835)",34.079065500000006,-117.89448349999999
406200,84200,West Covina city,3,1910,2074,587,227,21,512,7,1,70,2559,3984,1400000US06037406200,"Census Tract 4062, Los Angeles County, California",406200,Covina,"(34.0790655, -117.8944835)",34.079065500000006,-117.89448349999999
406300,84200,West Covina city,3,2605,2720,1143,172,12,1783,3,17,125,2070,5325,1400000US06037406300,"Census Tract 4063, Los Angeles County, California",406300,West Covina,"(34.058745, -117.87651)",34.058745,-117.87651000000001
406300,99037,Unincorporated County - Charter Oak,3,12,8,8,0,0,3,0,0,0,9,20,1400000US06037406300,"Census Tract 4063, Los Angeles County, California",406300,West Covina,"(34.058745, -117.87651)",34.058745,-117.87651000000001
406300,99037,Unincorporated County - Covina,3,136,137,74,5,0,68,0,0,3,123,273,1400000US06037406300,"Census Tract 4063, Los Angeles County, California",406300,West Covina,"(34.058745, -117.87651)",34.058745,-117.87651000000001
406402,84200,West Covina city,3,1002,1090,491,56,5,314,2,0,58,1166,2092,1400000US06037406402,"Census Tract 4064.02, Los Angeles County, California",406402,West Covina,"(34.0574215, -117.8990455)",34.057421500000004,-117.89904550000001
406411,84200,West Covina city,3,1111,1144,317,50,6,323,0,4,34,1521,2255,1400000US06037406411,"Census Tract 4064.11, Los Angeles County, California",406411,West Covina,"(34.0687605, -117.8988995)",34.068760499999996,-117.89889950000001
406412,84200,West Covina city,3,1208,1310,676,71,7,493,7,3,31,1230,2518,1400000US06037406412,"Census Tract 4064.12, Los Angeles County, California",406412,West Covina,"(34.0649545, -117.898946)",34.0649545,-117.898946
406500,84200,West Covina city,3,3210,3394,1026,198,11,1233,15,7,137,3977,6604,1400000US06037406500,"Census Tract 4065, Los Angeles County, California",406500,West Covina,"(34.0666225, -117.919599)",34.0666225,-117.919599
406601,84200,West Covina city,3,2295,2433,892,226,12,803,2,8,89,2696,4728,1400000US06037406601,"Census Tract 4066.01, Los Angeles County, California",406601,West Covina,"(34.0557305, -117.916683)",34.0557305,-117.916683
406601,99037,Unincorporated County - Valinda,3,252,231,41,0,1,136,0,0,7,298,483,1400000US06037406601,"Census Tract 4066.01, Los Angeles County, California",406601,West Covina,"(34.0557305, -117.916683)",34.0557305,-117.916683
406602,84200,West Covina city,3,1923,1991,594,123,0,872,4,2,46,2273,3914,1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",406602,West Covina,"(34.0548195, -117.934636)",34.0548195,-117.93463600000001
406602,99037,Unincorporated County - Valinda,3,600,586,57,37,0,80,1,0,7,1004,1186,1400000US06037406602,"Census Tract 4066.02, Los Angeles County, California",406602,West Covina,"(34.0548195, -117.934636)",34.0548195,-117.93463600000001
406701,84200,West Covina city,3,1622,1734,421,198,7,605,9,3,64,2049,3356,1400000US06037406701,"Census Tract 4067.01, Los Angeles County, California",406701,West Covina,"(34.0554275, -117.9462745)",34.0554275,-117.94627450000002
406702,84200,West Covina city,3,2745,2923,720,240,17,1164,7,13,95,3412,5668,1400000US06037406702,"Census Tract 4067.02, Los Angeles County, California",406702,West Covina,"(34.0638995, -117.9353755)",34.0638995,-117.93537549999999
406800,84200,West Covina city,3,2382,2492,669,137,13,1272,4,7,85,2687,4874,1400000US06037406800,"Census Tract 4068, Los Angeles County, California",406800,West Covina,"(34.0629195, -117.953793)",34.0629195,-117.95379299999999
406901,3666,Baldwin Park city,3,172,198,5,2,0,13,0,0,0,350,370,1400000US06037406901,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,"(34.0590435, -117.968603)",34.0590435,-117.968603
406901,40340,La Puente city,3,309,340,12,15,0,77,0,0,1,544,649,1400000US06037406901,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,"(34.0590435, -117.968603)",34.0590435,-117.968603
406901,84200,West Covina city,3,418,438,79,20,3,138,0,6,5,605,856,1400000US06037406901,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,"(34.0590435, -117.968603)",34.0590435,-117.968603
406901,99037,Unincorporated County - Bassett,3,1494,1575,169,133,4,212,0,2,23,2526,3069,1400000US06037406901,"Census Tract 4069.01, Los Angeles County, California",406901,West Puente Valley,"(34.0590435, -117.968603)",34.0590435,-117.968603
406902,40340,La Puente city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037406902,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,"(34.056693, -117.964561)",34.056693,-117.964561
406902,84200,West Covina city,3,360,374,101,10,0,132,0,0,6,485,734,1400000US06037406902,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,"(34.056693, -117.964561)",34.056693,-117.964561
406902,99037,Unincorporated County - Bassett,3,1177,1317,117,69,7,264,2,3,19,2013,2494,1400000US06037406902,"Census Tract 4069.02, Los Angeles County, California",406902,West Puente Valley,"(34.056693, -117.964561)",34.056693,-117.964561
407001,3666,Baldwin Park city,3,288,322,17,16,0,52,0,0,2,523,610,1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",407001,West Puente Valley,"(34.060681, -117.978103)",34.060681,-117.978103
407001,36490,Industry city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",407001,West Puente Valley,"(34.060681, -117.978103)",34.060681,-117.978103
407001,99037,Unincorporated County - Bassett,3,2591,2603,226,51,7,302,17,9,12,4570,5194,1400000US06037407001,"Census Tract 4070.01, Los Angeles County, California",407001,West Puente Valley,"(34.060681, -117.978103)",34.060681,-117.978103
407002,3666,Baldwin Park city,3,0,0,0,0,0,0,0,0,0,0,0,1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,"(34.053581, -117.992902)",34.053581,-117.992902
407002,36490,Industry city,3,2,0,0,0,0,0,0,0,0,2,2,1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,"(34.053581, -117.992902)",34.053581,-117.992902
407002,40340,La Puente city,3,49,42,2,0,0,0,0,1,0,88,91,1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,"(34.053581, -117.992902)",34.053581,-117.992902
407002,99037,Unincorporated County - Bassett,3,1835,1897,92,45,3,346,1,1,17,3227,3732,1400000US06037407002,"Census Tract 4070.02, Los Angeles County, California",407002,Industry,"(34.053581, -117.992902)",34.053581,-117.992902
407101,40340,La Puente city,3,2421,2462,214,26,13,213,3,23,23,4368,4883,1400000US06037407101,"Census Tract 4071.01, Los Angeles County, California",407101,La Puente,"(34.047535, -117.972437)",34.047534999999996,-117.97243700000001
407102,40340,La Puente city,3,2741,2741,232,21,17,441,8,12,30,4721,5482,1400000US06037407102,"Census Tract 4071.02, Los Angeles County, California",407102,La Puente,"(34.0437405, -117.976774)",34.043740500000006,-117.976774
407200,40340,La Puente city,3,3585,3674,351,90,10,321,2,8,25,6452,7259,1400000US06037407200,"Census Tract 4072, Los Angeles County, California",407200,La Puente,"(34.0334615, -117.9610665)",34.0334615,-117.9610665
407301,40340,La Puente city,3,78,80,5,1,0,45,0,0,1,106,158,1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",407301,West Puente Valley,"(34.0454965, -117.9587185)",34.045496500000006,-117.9587185
407301,99037,Unincorporated County - West Puente Valley,3,2289,2334,300,76,6,388,3,1,31,3818,4623,1400000US06037407301,"Census Tract 4073.01, Los Angeles County, California",407301,West Puente Valley,"(34.0454965, -117.9587185)",34.045496500000006,-117.9587185
407302,99037,Unincorporated County - West Puente Valley,3,1746,1803,150,27,5,180,0,1,9,3177,3549,1400000US06037407302,"Census Tract 4073.02, Los Angeles County, California",407302,West Puente Valley,"(34.039506, -117.960844)",34.039506,-117.960844
407400,84200,West Covina city,3,1110,1113,153,68,4,766,0,11,28,1193,2223,1400000US06037407400,"Census Tract 4074, Los Angeles County, California",407400,West Covina,"(34.0523575, -117.9577655)",34.0523575,-117.95776550000001
407501,40340,La Puente city,3,592,626,34,20,4,176,0,0,27,957,1218,1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",407501,La Puente,"(34.04734, -117.948319)",34.047340000000005,-117.948319
407501,99037,Unincorporated County - Valinda,3,917,908,126,0,4,133,2,11,0,1549,1825,1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",407501,La Puente,"(34.04734, -117.948319)",34.047340000000005,-117.948319
407501,99037,Unincorporated County - West Puente Valley,3,731,719,13,78,0,100,0,0,0,1259,1450,1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",407501,La Puente,"(34.04734, -117.948319)",34.047340000000005,-117.948319
407502,99037,Unincorporated County - Valinda,3,2055,1971,269,33,2,460,0,8,17,3237,4026,1400000US06037407502,"Census Tract 4075.02, Los Angeles County, California",407502,Valinda,"(34.04334, -117.9385445)",34.04334,-117.9385445
407601,40340,La Puente city,3,2278,2215,168,49,13,456,5,5,30,3767,4493,1400000US06037407601,"Census Tract 4076.01, Los Angeles County, California",407601,La Puente,"(34.0383465, -117.947004)",34.0383465,-117.947004
407602,40340,La Puente city,3,2084,2044,253,38,8,306,2,1,20,3500,4128,1400000US06037407602,"Census Tract 4076.02, Los Angeles County, California",407602,La Puente,"(34.03063, -117.944401)",34.03063,-117.944401
407701,40340,La Puente city,3,2808,2692,120,69,6,503,3,10,30,4759,5500,1400000US06037407701,"Census Tract 4077.01, Los Angeles County, California",407701,La Puente,"(34.0136315, -117.929283)",34.0136315,-117.92928300000001
407702,40340,La Puente city,3,3185,3331,451,127,10,857,8,4,35,5024,6516,1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",407702,La Puente,"(34.0206605, -117.947234)",34.0206605,-117.94723400000001
407801,99037,Unincorporated County - Valinda,3,2478,2582,296,74,15,775,11,16,24,3849,5060,1400000US06037407801,"Census Tract 4078.01, Los Angeles County, California",407801,Valinda,"(34.030198, -117.921188)",34.030198,-117.92118799999999
407802,36490,Industry city,3,104,88,91,0,0,0,0,0,2,99,192,1400000US06037407802,"Census Tract 4078.02, Los Angeles County, California",407802,Industry,"(34.0264515, -117.931011)",34.0264515,-117.93101100000001
407802,99037,Unincorporated County - Valinda,3,1824,1818,234,93,7,325,5,8,31,2939,3642,1400000US06037407802,"Census Tract 4078.02, Los Angeles County, California",407802,Industry,"(34.0264515, -117.931011)",34.0264515,-117.93101100000001
407900,84200,West Covina city,3,998,1093,156,104,0,755,7,1,32,1036,2091,1400000US06037407900,"Census Tract 4079, Los Angeles County, California",407900,Valinda,"(34.041661, -117.9269725)",34.041661,-117.9269725
407900,99037,Unincorporated County - Valinda,3,2170,2169,276,85,3,596,7,1,59,3312,4339,1400000US06037407900,"Census Tract 4079, Los Angeles County, California",407900,Valinda,"(34.041661, -117.9269725)",34.041661,-117.9269725
408003,84200,West Covina city,3,1216,1316,245,182,6,1048,1,4,51,995,2532,1400000US06037408003,"Census Tract 4080.03, Los Angeles County, California",408003,West Covina,"(34.0452465, -117.9168025)",34.045246500000005,-117.91680249999999
408003,99037,Unincorporated County - Valinda,3,1374,1362,242,30,2,226,11,2,15,2208,2736,1400000US06037408003,"Census Tract 4080.03, Los Angeles County, California",408003,West Covina,"(34.0452465, -117.9168025)",34.045246500000005,-117.91680249999999
408004,84200,West Covina city,3,1174,1297,275,113,4,861,0,0,53,1165,2471,1400000US06037408004,"Census Tract 4080.04, Los Angeles County, California",408004,West Covina,"(34.037498, -117.915708)",34.037498,-117.91570800000001
408005,84200,West Covina city,3,2497,2698,936,246,2,1877,6,13,140,1975,5195,1400000US06037408005,"Census Tract 4080.05, Los Angeles County, California",408005,West Covina,"(34.0483655, -117.8955145)",34.0483655,-117.8955145
408006,84200,West Covina city,3,1982,2150,201,239,7,1772,8,11,88,1806,4132,1400000US06037408006,"Census Tract 4080.06, Los Angeles County, California",408006,West Covina,"(34.034816, -117.9018715)",34.034816,-117.90187150000001
408133,84200,West Covina city,3,2874,2982,341,216,22,2226,7,12,120,2912,5856,1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",408133,West Covina,"(34.024356, -117.9101125)",34.024356,-117.9101125
408133,99037,Unincorporated County - San Jose Hills,3,8,6,2,0,0,4,0,0,0,8,14,1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",408133,West Covina,"(34.024356, -117.9101125)",34.024356,-117.9101125
408134,84200,West Covina city,3,1390,1428,206,220,1,1449,0,1,77,864,2818,1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",408134,West Covina,"(34.0229315, -117.897437)",34.0229315,-117.89743700000001
408135,84200,West Covina city,3,2111,2293,247,198,15,2257,2,8,93,1584,4404,1400000US06037408135,"Census Tract 4081.35, Los Angeles County, California",408135,West Covina,"(34.0169595, -117.8983025)",34.0169595,-117.89830249999999
408136,84200,West Covina city,3,1928,1977,467,108,4,1135,16,21,108,2046,3905,1400000US06037408136,"Census Tract 4081.36, Los Angeles County, California",408136,West Covina,"(34.009563, -117.874467)",34.009563,-117.874467
